pickupDate,returnDate,period,carClass,carType,dailyPrice,totalPrice
07/20/19,07/23/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/20/19,07/23/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/20/19,07/23/19,3,Sporty,Dodge Challenger,250.00,820.20
07/21/19,07/24/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/21/19,07/24/19,3,Compact,Nissan Versa,49.54,165.15
07/21/19,07/24/19,3,Midsize,Hyundai Elantra,51.35,171.34
07/21/19,07/24/19,3,Standard,VW Jetta,54.30,180.92
07/21/19,07/24/19,3,Fullsize,Ford Fusion,55.10,184.30
07/21/19,07/24/19,3,Premium,Nissan Maxima,70.93,237.33
07/21/19,07/24/19,3,Midsize SUV,Toyota RAV4,76.32,253.76
07/21/19,07/24/19,3,Luxury,Cadillac XTS,76.74,257.44
07/21/19,07/24/19,3,Standard SUV,Ford Edge,78.19,262.73
07/21/19,07/24/19,3,Premium Special,Chrysler 300,104.49,346.56
07/21/19,07/24/19,3,Midsize Convertible,Mini Cooper Convertible,113.94,379.09
07/21/19,07/24/19,3,Convertible,Ford Mustang Convertible,118.46,393.81
07/21/19,07/24/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/21/19,07/24/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/21/19,07/24/19,3,Sporty,Dodge Challenger,250.00,820.20
07/22/19,07/25/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/22/19,07/25/19,3,Compact,Nissan Versa,49.40,164.70
07/22/19,07/25/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/22/19,07/25/19,3,Standard,VW Jetta,53.20,177.34
07/22/19,07/25/19,3,Fullsize,Ford Fusion,55.10,184.30
07/22/19,07/25/19,3,Premium,Nissan Maxima,66.50,222.91
07/22/19,07/25/19,3,Midsize SUV,Toyota RAV4,76.32,253.76
07/22/19,07/25/19,3,Luxury,Cadillac XTS,76.00,255.03
07/22/19,07/25/19,3,Standard SUV,Ford Edge,85.38,286.13
07/22/19,07/25/19,3,Midsize Convertible,Mini Cooper Convertible,91.43,305.82
07/22/19,07/25/19,3,Convertible,Ford Mustang Convertible,96.18,321.29
07/22/19,07/25/19,3,Premium Special,Chrysler 300,104.49,346.56
07/22/19,07/25/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/22/19,07/25/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/22/19,07/25/19,3,Sporty,Dodge Challenger,250.00,820.20
07/23/19,07/26/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/23/19,07/26/19,3,Compact,Nissan Versa,49.40,164.70
07/23/19,07/26/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/23/19,07/26/19,3,Standard,VW Jetta,53.20,177.34
07/23/19,07/26/19,3,Fullsize,Ford Fusion,55.10,184.30
07/23/19,07/26/19,3,Premium,Nissan Maxima,66.50,222.91
07/23/19,07/26/19,3,Midsize SUV,Toyota RAV4,76.32,253.76
07/23/19,07/26/19,3,Luxury,Cadillac XTS,76.00,255.03
07/23/19,07/26/19,3,Standard SUV,Ford Edge,91.38,305.66
07/23/19,07/26/19,3,Midsize Convertible,Mini Cooper Convertible,95.71,319.76
07/23/19,07/26/19,3,Convertible,Ford Mustang Convertible,100.47,335.25
07/23/19,07/26/19,3,Premium Special,Chrysler 300,104.49,346.56
07/23/19,07/26/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/23/19,07/26/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/23/19,07/26/19,3,Sporty,Dodge Challenger,250.00,820.20
07/24/19,07/27/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/24/19,07/27/19,3,Compact,Nissan Versa,49.40,164.70
07/24/19,07/27/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/24/19,07/27/19,3,Standard,VW Jetta,53.20,177.34
07/24/19,07/27/19,3,Fullsize,Ford Fusion,55.10,184.30
07/24/19,07/27/19,3,Premium,Nissan Maxima,66.50,222.91
07/24/19,07/27/19,3,Midsize SUV,Toyota RAV4,76.32,253.76
07/24/19,07/27/19,3,Luxury,Cadillac XTS,76.00,255.03
07/24/19,07/27/19,3,Standard SUV,Ford Edge,93.64,313.02
07/24/19,07/27/19,3,Midsize Convertible,Mini Cooper Convertible,103.47,345.01
07/24/19,07/27/19,3,Premium Special,Chrysler 300,104.49,346.56
07/24/19,07/27/19,3,Convertible,Ford Mustang Convertible,108.22,360.48
07/24/19,07/27/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/24/19,07/27/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/24/19,07/27/19,3,Sporty,Dodge Challenger,250.00,820.20
07/25/19,07/28/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/25/19,07/28/19,3,Compact,Nissan Versa,49.40,164.70
07/25/19,07/28/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/25/19,07/28/19,3,Standard,VW Jetta,53.20,177.34
07/25/19,07/28/19,3,Fullsize,Ford Fusion,55.10,184.30
07/25/19,07/28/19,3,Midsize SUV,Toyota RAV4,57.75,193.32
07/25/19,07/28/19,3,Premium,Nissan Maxima,66.50,222.91
07/25/19,07/28/19,3,Standard SUV,Ford Edge,66.50,224.68
07/25/19,07/28/19,3,Luxury,Cadillac XTS,76.00,255.03
07/25/19,07/28/19,3,Premium Special,Chrysler 300,104.49,346.56
07/25/19,07/28/19,3,Midsize Convertible,Mini Cooper Convertible,113.94,379.09
07/25/19,07/28/19,3,Convertible,Ford Mustang Convertible,118.46,393.81
07/25/19,07/28/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/25/19,07/28/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/25/19,07/28/19,3,Sporty,Dodge Challenger,250.00,820.20
07/26/19,07/29/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/26/19,07/29/19,3,Compact,Nissan Versa,49.40,164.70
07/26/19,07/29/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/26/19,07/29/19,3,Standard,VW Jetta,53.20,177.34
07/26/19,07/29/19,3,Fullsize,Ford Fusion,55.10,184.30
07/26/19,07/29/19,3,Premium,Nissan Maxima,66.50,222.91
07/26/19,07/29/19,3,Midsize SUV,Toyota RAV4,72.20,240.35
07/26/19,07/29/19,3,Luxury,Cadillac XTS,76.00,255.03
07/26/19,07/29/19,3,Standard SUV,Ford Edge,77.04,258.99
07/26/19,07/29/19,3,Premium Special,Chrysler 300,104.49,346.56
07/26/19,07/29/19,3,Convertible,Ford Mustang Convertible,118.74,394.72
07/26/19,07/29/19,3,Midsize Convertible,Mini Cooper Convertible,118.99,395.53
07/26/19,07/29/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/26/19,07/29/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/26/19,07/29/19,3,Sporty,Dodge Challenger,250.00,820.20
07/27/19,07/30/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/27/19,07/30/19,3,Compact,Nissan Versa,49.40,164.70
07/27/19,07/30/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/27/19,07/30/19,3,Standard,VW Jetta,53.20,177.34
07/27/19,07/30/19,3,Fullsize,Ford Fusion,55.10,184.30
07/27/19,07/30/19,3,Premium,Nissan Maxima,66.50,222.91
07/27/19,07/30/19,3,Midsize SUV,Toyota RAV4,72.20,240.35
07/27/19,07/30/19,3,Luxury,Cadillac XTS,76.00,255.03
07/27/19,07/30/19,3,Standard SUV,Ford Edge,79.38,266.60
07/27/19,07/30/19,3,Premium Special,Chrysler 300,104.49,346.56
07/27/19,07/30/19,3,Convertible,Ford Mustang Convertible,118.74,394.72
07/27/19,07/30/19,3,Midsize Convertible,Mini Cooper Convertible,118.99,395.53
07/27/19,07/30/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/27/19,07/30/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/27/19,07/30/19,3,Sporty,Dodge Challenger,250.00,820.20
07/28/19,07/31/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/28/19,07/31/19,3,Compact,Nissan Versa,49.40,164.70
07/28/19,07/31/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/28/19,07/31/19,3,Standard,VW Jetta,53.20,177.34
07/28/19,07/31/19,3,Fullsize,Ford Fusion,55.10,184.30
07/28/19,07/31/19,3,Premium,Nissan Maxima,66.50,222.91
07/28/19,07/31/19,3,Midsize SUV,Toyota RAV4,76.14,253.18
07/28/19,07/31/19,3,Luxury,Cadillac XTS,76.00,255.03
07/28/19,07/31/19,3,Standard SUV,Ford Edge,77.04,258.99
07/28/19,07/31/19,3,Premium Special,Chrysler 300,104.49,346.56
07/28/19,07/31/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
07/28/19,07/31/19,3,Midsize Convertible,Mini Cooper Convertible,113.94,379.09
07/28/19,07/31/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/28/19,07/31/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/28/19,07/31/19,3,Sporty,Dodge Challenger,250.00,820.20
07/29/19,08/01/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/29/19,08/01/19,3,Compact,Nissan Versa,49.40,164.70
07/29/19,08/01/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/29/19,08/01/19,3,Standard,VW Jetta,53.20,177.34
07/29/19,08/01/19,3,Fullsize,Ford Fusion,55.10,184.30
07/29/19,08/01/19,3,Premium,Nissan Maxima,66.50,222.91
07/29/19,08/01/19,3,Midsize SUV,Toyota RAV4,72.20,240.35
07/29/19,08/01/19,3,Luxury,Cadillac XTS,76.00,255.03
07/29/19,08/01/19,3,Standard SUV,Ford Edge,98.26,328.06
07/29/19,08/01/19,3,Premium Special,Chrysler 300,104.49,346.56
07/29/19,08/01/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
07/29/19,08/01/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
07/29/19,08/01/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/29/19,08/01/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/29/19,08/01/19,3,Sporty,Dodge Challenger,250.00,820.20
07/30/19,08/02/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/30/19,08/02/19,3,Compact,Nissan Versa,49.40,164.70
07/30/19,08/02/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/30/19,08/02/19,3,Standard,VW Jetta,53.20,177.34
07/30/19,08/02/19,3,Fullsize,Ford Fusion,55.05,184.14
07/30/19,08/02/19,3,Premium,Nissan Maxima,66.50,222.91
07/30/19,08/02/19,3,Midsize SUV,Toyota RAV4,76.32,253.76
07/30/19,08/02/19,3,Luxury,Cadillac XTS,76.00,255.03
07/30/19,08/02/19,3,Standard SUV,Ford Edge,99.16,330.99
07/30/19,08/02/19,3,Premium Special,Chrysler 300,104.49,346.56
07/30/19,08/02/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
07/30/19,08/02/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
07/30/19,08/02/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/30/19,08/02/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/30/19,08/02/19,3,Sporty,Dodge Challenger,250.00,820.20
07/31/19,08/03/19,3,Economy,Mitsubishi Mirage,47.50,158.51
07/31/19,08/03/19,3,Compact,Nissan Versa,49.40,164.70
07/31/19,08/03/19,3,Midsize,Hyundai Elantra,51.30,171.18
07/31/19,08/03/19,3,Standard,VW Jetta,53.20,177.34
07/31/19,08/03/19,3,Fullsize,Ford Fusion,55.10,184.30
07/31/19,08/03/19,3,Premium,Nissan Maxima,66.50,222.91
07/31/19,08/03/19,3,Midsize SUV,Toyota RAV4,72.66,241.85
07/31/19,08/03/19,3,Luxury,Cadillac XTS,76.00,255.03
07/31/19,08/03/19,3,Standard SUV,Ford Edge,85.45,286.36
07/31/19,08/03/19,3,Premium Special,Chrysler 300,104.49,346.56
07/31/19,08/03/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
07/31/19,08/03/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
07/31/19,08/03/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
07/31/19,08/03/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
07/31/19,08/03/19,3,Sporty,Dodge Challenger,250.00,820.20
08/01/19,08/04/19,3,Economy,Mitsubishi Mirage,47.50,158.51
08/01/19,08/04/19,3,Compact,Nissan Versa,49.40,164.70
08/01/19,08/04/19,3,Midsize,Hyundai Elantra,51.30,171.18
08/01/19,08/04/19,3,Standard,VW Jetta,53.20,177.34
08/01/19,08/04/19,3,Fullsize,Ford Fusion,55.10,184.30
08/01/19,08/04/19,3,Premium,Nissan Maxima,69.65,233.16
08/01/19,08/04/19,3,Midsize SUV,Toyota RAV4,71.30,237.42
08/01/19,08/04/19,3,Luxury,Cadillac XTS,76.00,255.03
08/01/19,08/04/19,3,Standard SUV,Ford Edge,83.50,280.01
08/01/19,08/04/19,3,Premium Special,Chrysler 300,104.49,346.56
08/01/19,08/04/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/01/19,08/04/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/01/19,08/04/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/01/19,08/04/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/01/19,08/04/19,3,Sporty,Dodge Challenger,250.00,820.20
08/02/19,08/05/19,3,Economy,Mitsubishi Mirage,47.50,158.51
08/02/19,08/05/19,3,Compact,Nissan Versa,49.40,164.70
08/02/19,08/05/19,3,Midsize,Hyundai Elantra,51.30,171.18
08/02/19,08/05/19,3,Standard,VW Jetta,53.20,177.34
08/02/19,08/05/19,3,Fullsize,Ford Fusion,55.10,184.30
08/02/19,08/05/19,3,Midsize SUV,Toyota RAV4,66.68,222.38
08/02/19,08/05/19,3,Premium,Nissan Maxima,72.39,242.08
08/02/19,08/05/19,3,Luxury,Cadillac XTS,76.00,255.03
08/02/19,08/05/19,3,Midsize Convertible,Mini Cooper Convertible,100.21,334.40
08/02/19,08/05/19,3,Premium Special,Chrysler 300,104.49,346.56
08/02/19,08/05/19,3,Standard SUV,Ford Edge,104.04,346.87
08/02/19,08/05/19,3,Convertible,Ford Mustang Convertible,104.72,349.08
08/02/19,08/05/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/02/19,08/05/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/02/19,08/05/19,3,Sporty,Dodge Challenger,250.00,820.20
08/03/19,08/06/19,3,Economy,Mitsubishi Mirage,47.50,158.51
08/03/19,08/06/19,3,Compact,Nissan Versa,49.40,164.70
08/03/19,08/06/19,3,Midsize,Hyundai Elantra,51.30,171.18
08/03/19,08/06/19,3,Standard,VW Jetta,53.20,177.34
08/03/19,08/06/19,3,Fullsize,Ford Fusion,55.10,184.30
08/03/19,08/06/19,3,Midsize SUV,Toyota RAV4,66.68,222.38
08/03/19,08/06/19,3,Premium,Nissan Maxima,70.39,235.57
08/03/19,08/06/19,3,Luxury,Cadillac XTS,76.00,255.03
08/03/19,08/06/19,3,Premium Special,Chrysler 300,104.49,346.56
08/03/19,08/06/19,3,Standard SUV,Ford Edge,104.04,346.87
08/03/19,08/06/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/03/19,08/06/19,3,Midsize Convertible,Mini Cooper Convertible,113.94,379.09
08/03/19,08/06/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/03/19,08/06/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/03/19,08/06/19,3,Sporty,Dodge Challenger,250.00,820.20
08/04/19,08/07/19,3,Economy,Mitsubishi Mirage,47.50,158.51
08/04/19,08/07/19,3,Compact,Nissan Versa,49.40,164.70
08/04/19,08/07/19,3,Midsize,Hyundai Elantra,51.30,171.18
08/04/19,08/07/19,3,Standard,VW Jetta,53.20,177.34
08/04/19,08/07/19,3,Fullsize,Ford Fusion,55.10,184.30
08/04/19,08/07/19,3,Midsize SUV,Toyota RAV4,72.34,240.81
08/04/19,08/07/19,3,Premium,Nissan Maxima,72.39,242.08
08/04/19,08/07/19,3,Luxury,Cadillac XTS,76.00,255.03
08/04/19,08/07/19,3,Premium Special,Chrysler 300,104.49,346.56
08/04/19,08/07/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/04/19,08/07/19,3,Standard SUV,Ford Edge,113.93,379.06
08/04/19,08/07/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/04/19,08/07/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/04/19,08/07/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/04/19,08/07/19,3,Sporty,Dodge Challenger,250.00,820.20
08/05/19,08/08/19,3,Economy,Mitsubishi Mirage,50.52,168.34
08/05/19,08/08/19,3,Compact,Nissan Versa,52.50,174.79
08/05/19,08/08/19,3,Midsize,Hyundai Elantra,55.06,183.42
08/05/19,08/08/19,3,Standard,VW Jetta,59.23,196.96
08/05/19,08/08/19,3,Fullsize,Ford Fusion,60.14,200.71
08/05/19,08/08/19,3,Midsize SUV,Toyota RAV4,70.39,234.46
08/05/19,08/08/19,3,Premium,Nissan Maxima,72.86,243.61
08/05/19,08/08/19,3,Luxury,Cadillac XTS,82.77,277.07
08/05/19,08/08/19,3,Premium Special,Chrysler 300,104.49,346.56
08/05/19,08/08/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/05/19,08/08/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/05/19,08/08/19,3,Standard SUV,Ford Edge,120.85,401.59
08/05/19,08/08/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/05/19,08/08/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/05/19,08/08/19,3,Sporty,Dodge Challenger,250.00,820.20
08/06/19,08/09/19,3,Economy,Mitsubishi Mirage,49.95,166.49
08/06/19,08/09/19,3,Compact,Nissan Versa,51.96,173.03
08/06/19,08/09/19,3,Midsize,Hyundai Elantra,54.61,181.96
08/06/19,08/09/19,3,Standard,VW Jetta,58.39,194.23
08/06/19,08/09/19,3,Fullsize,Ford Fusion,59.30,197.97
08/06/19,08/09/19,3,Midsize SUV,Toyota RAV4,70.39,234.46
08/06/19,08/09/19,3,Premium,Nissan Maxima,75.80,253.18
08/06/19,08/09/19,3,Luxury,Cadillac XTS,82.77,277.07
08/06/19,08/09/19,3,Premium Special,Chrysler 300,104.49,346.56
08/06/19,08/09/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/06/19,08/09/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/06/19,08/09/19,3,Standard SUV,Ford Edge,115.53,384.27
08/06/19,08/09/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/06/19,08/09/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/06/19,08/09/19,3,Sporty,Dodge Challenger,250.00,820.20
08/07/19,08/10/19,3,Economy,Mitsubishi Mirage,49.95,166.49
08/07/19,08/10/19,3,Compact,Nissan Versa,51.96,173.03
08/07/19,08/10/19,3,Midsize,Hyundai Elantra,54.61,181.96
08/07/19,08/10/19,3,Standard,VW Jetta,58.39,194.23
08/07/19,08/10/19,3,Fullsize,Ford Fusion,59.30,197.97
08/07/19,08/10/19,3,Premium,Nissan Maxima,76.97,256.99
08/07/19,08/10/19,3,Luxury,Cadillac XTS,82.77,277.07
08/07/19,08/10/19,3,Midsize SUV,Toyota RAV4,85.73,284.39
08/07/19,08/10/19,3,Premium Special,Chrysler 300,104.49,346.56
08/07/19,08/10/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/07/19,08/10/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/07/19,08/10/19,3,Standard SUV,Ford Edge,115.53,384.27
08/07/19,08/10/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/07/19,08/10/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/07/19,08/10/19,3,Sporty,Dodge Challenger,250.00,820.20
08/08/19,08/11/19,3,Economy,Mitsubishi Mirage,49.95,166.49
08/08/19,08/11/19,3,Compact,Nissan Versa,51.96,173.03
08/08/19,08/11/19,3,Midsize,Hyundai Elantra,54.61,181.96
08/08/19,08/11/19,3,Standard,VW Jetta,58.39,194.23
08/08/19,08/11/19,3,Fullsize,Ford Fusion,59.30,197.97
08/08/19,08/11/19,3,Premium,Nissan Maxima,73.16,244.59
08/08/19,08/11/19,3,Luxury,Cadillac XTS,82.18,275.15
08/08/19,08/11/19,3,Midsize SUV,Toyota RAV4,83.03,275.60
08/08/19,08/11/19,3,Premium Special,Chrysler 300,104.49,346.56
08/08/19,08/11/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/08/19,08/11/19,3,Standard SUV,Ford Edge,114.46,380.79
08/08/19,08/11/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/08/19,08/11/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/08/19,08/11/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/08/19,08/11/19,3,Sporty,Dodge Challenger,250.00,820.20
08/09/19,08/12/19,3,Economy,Mitsubishi Mirage,53.49,178.01
08/09/19,08/12/19,3,Compact,Nissan Versa,55.59,184.85
08/09/19,08/12/19,3,Midsize,Hyundai Elantra,58.13,193.41
08/09/19,08/12/19,3,Standard,VW Jetta,62.70,208.26
08/09/19,08/12/19,3,Fullsize,Ford Fusion,63.37,211.22
08/09/19,08/12/19,3,Premium,Nissan Maxima,76.69,256.08
08/09/19,08/12/19,3,Luxury,Cadillac XTS,85.96,287.45
08/09/19,08/12/19,3,Midsize SUV,Toyota RAV4,91.20,302.20
08/09/19,08/12/19,3,Premium Special,Chrysler 300,104.49,346.56
08/09/19,08/12/19,3,Standard SUV,Ford Edge,110.20,366.92
08/09/19,08/12/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/09/19,08/12/19,3,Midsize Convertible,Mini Cooper Convertible,120.55,400.61
08/09/19,08/12/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/09/19,08/12/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/09/19,08/12/19,3,Sporty,Dodge Challenger,250.00,820.20
08/10/19,08/13/19,3,Economy,Mitsubishi Mirage,52.34,174.27
08/10/19,08/13/19,3,Compact,Nissan Versa,54.15,180.16
08/10/19,08/13/19,3,Midsize,Hyundai Elantra,56.85,189.25
08/10/19,08/13/19,3,Standard,VW Jetta,59.57,198.07
08/10/19,08/13/19,3,Fullsize,Ford Fusion,61.36,204.68
08/10/19,08/13/19,3,Premium,Nissan Maxima,72.86,243.61
08/10/19,08/13/19,3,Midsize SUV,Toyota RAV4,74.01,246.24
08/10/19,08/13/19,3,Luxury,Cadillac XTS,82.18,275.15
08/10/19,08/13/19,3,Premium Special,Chrysler 300,104.49,346.56
08/10/19,08/13/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/10/19,08/13/19,3,Standard SUV,Ford Edge,113.93,379.06
08/10/19,08/13/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/10/19,08/13/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/10/19,08/13/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/10/19,08/13/19,3,Sporty,Dodge Challenger,250.00,820.20
08/11/19,08/14/19,3,Economy,Mitsubishi Mirage,53.49,178.01
08/11/19,08/14/19,3,Compact,Nissan Versa,55.59,184.85
08/11/19,08/14/19,3,Midsize,Hyundai Elantra,58.13,193.41
08/11/19,08/14/19,3,Fullsize,Ford Fusion,63.37,211.22
08/11/19,08/14/19,3,Standard,VW Jetta,63.63,211.29
08/11/19,08/14/19,3,Premium,Nissan Maxima,78.09,260.63
08/11/19,08/14/19,3,Luxury,Cadillac XTS,82.18,275.15
08/11/19,08/14/19,3,Midsize SUV,Toyota RAV4,92.93,307.83
08/11/19,08/14/19,3,Premium Special,Chrysler 300,104.49,346.56
08/11/19,08/14/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/11/19,08/14/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/11/19,08/14/19,3,Standard SUV,Ford Edge,115.97,385.70
08/11/19,08/14/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/11/19,08/14/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/11/19,08/14/19,3,Sporty,Dodge Challenger,250.00,820.20
08/12/19,08/15/19,3,Economy,Mitsubishi Mirage,50.62,168.67
08/12/19,08/15/19,3,Compact,Nissan Versa,52.36,174.33
08/12/19,08/15/19,3,Midsize,Hyundai Elantra,54.67,182.15
08/12/19,08/15/19,3,Standard,VW Jetta,58.71,195.27
08/12/19,08/15/19,3,Fullsize,Ford Fusion,59.61,198.98
08/12/19,08/15/19,3,Premium,Nissan Maxima,82.67,275.54
08/12/19,08/15/19,3,Midsize SUV,Toyota RAV4,84.83,281.46
08/12/19,08/15/19,3,Luxury,Cadillac XTS,84.83,283.77
08/12/19,08/15/19,3,Premium Special,Chrysler 300,104.49,346.56
08/12/19,08/15/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/12/19,08/15/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/12/19,08/15/19,3,Standard SUV,Ford Edge,120.85,401.59
08/12/19,08/15/19,3,Premium Crossover,Volkswagen Atlas,129.95,431.21
08/12/19,08/15/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
08/12/19,08/15/19,3,7 Passenger Minivan,Dodge Grand Caravan,152.00,500.31
08/12/19,08/15/19,3,Fullsize SUV,Ford Expedition,171.00,566.36
08/12/19,08/15/19,3,Premium SUV ,Chevy Suburban,190.00,629.16
08/12/19,08/15/19,3,Compact SUV,Ford Eco Sport,219.99,721.41
08/12/19,08/15/19,3,Sporty,Dodge Challenger,250.00,820.20
08/13/19,08/16/19,3,Economy,Mitsubishi Mirage,51.06,170.10
08/13/19,08/16/19,3,Compact,Nissan Versa,52.78,175.70
08/13/19,08/16/19,3,Midsize,Hyundai Elantra,54.95,183.06
08/13/19,08/16/19,3,Standard,VW Jetta,59.49,197.81
08/13/19,08/16/19,3,Fullsize,Ford Fusion,60.39,201.52
08/13/19,08/16/19,3,Premium,Nissan Maxima,83.93,279.64
08/13/19,08/16/19,3,Luxury,Cadillac XTS,83.93,280.84
08/13/19,08/16/19,3,Midsize SUV,Toyota RAV4,84.83,281.46
08/13/19,08/16/19,3,Premium Special,Chrysler 300,104.49,346.56
08/13/19,08/16/19,3,Standard SUV,Ford Edge,111.91,372.49
08/13/19,08/16/19,3,Convertible,Ford Mustang Convertible,113.01,376.07
08/13/19,08/16/19,3,Midsize Convertible,Mini Cooper Convertible,114.51,380.95
08/13/19,08/16/19,3,Premium Crossover,Volkswagen Atlas,123.81,411.22
08/13/19,08/16/19,3,Drive Happy Deal,Vehicle determined upon pick-up (Compact or Larger),144.00,473.97
